id,amount,stripe_status,processing_decision,timestamp,recipient_account,reference,merchant_name,device_id,type,customer_id,confidence,latency,old_balance_org,new_balance_org,is_fraud
pi_b94dcd6f72524299bf4583,218.63,succeeded,edge,2025-09-24 04:13:32,357410770767,INV-6577,card,edge-14,Transfer,admin.kl@bankedge.com,0.961,1.21,3746.66,3528.03,0
pi_1c620022940144b481a60c,7.36,succeeded,edge,2025-10-14 09:16:53,419582751822,INV-6148,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.979,13.61,68086.21,68078.85,0
pi_d40fec19dff34c0681c7ca,34.4,succeeded,edge,2025-12-10 07:15:52,393055208974,INV-9495,card,edge-6,Transfer,admin.pahang@bankedge.com,0.909,4.53,48300.01,48265.61,0
pi_6fe5127a3d7c4c1b8bc8ab,266.6,succeeded,edge,2025-07-07 10:35:31,182068503848,INV-1322,fpx_cimb,edge-6,Transfer,admin.pahang@bankedge.com,0.901,22.27,113408.05,113141.45,0
pi_27cee858ea824af6b91be2,3.1,succeeded,edge,2025-10-17 11:25:24,228780747871,INV-3940,fpx_publicbank,edge-3,Transfer,admin.kelantan@bankedge.com,0.948,13.77,3979.14,3976.04,0
pi_c1a840409c3445b89a1620,28.99,succeeded,edge,2025-07-14 08:24:34,20337282601,,fpx_rhb,edge-7,Transfer,admin.penang@bankedge.com,0.973,26.57,158263.51,158234.52,0
pi_770b47f6697d493ea6cad2,385.37,succeeded,cloud,2025-11-26 05:10:12,796232792246,INV-4243,fpx_ambank,,Transfer,admin.sabah@bankedge.com,0.906,50.78,71567.33,71181.96,0
pi_17d015ab8baa41f3be22be,116.04,succeeded,edge,2025-08-14 16:55:49,508446879920,INV-2327,card,edge-7,Transfer,admin.penang@bankedge.com,0.908,6.96,79682.83,79566.79,0
pi_3f1b5ae5fac540499de1e1,38.4,succeeded,edge,2025-11-11 20:40:29,774165410115,Ref-f8830e84,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.945,18.26,71409.03,71370.63,0
pi_6b6bc6f0a32c42f7b4b8a3,10.32,succeeded,edge,2025-12-05 17:03:47,99630996757,,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.963,7.01,98380.6,98370.28,0
pi_fdf1fa4c7910442e8cd28d,5.43,succeeded,cloud,2025-08-21 13:09:40,129976801601,INV-4536,fpx_publicbank,,Transfer,superadmin@bankedge.com,0.946,114.64,99193.52,99188.09,0
pi_e7da679a981a448fb22334,35.68,succeeded,edge,2025-12-01 02:10:36,128442354031,INV-8247,fpx_publicbank,edge-11,Transfer,admin.sarawak@bankedge.com,0.999,22.6,104477.62,104441.94,0
pi_29ed87688ecc4402af7d1b,257.93,succeeded,cloud,2025-08-21 01:15:01,178920310355,Ref-ce3d7deb,grabpay,,Transfer,admin.selangor@bankedge.com,0.99,188.54,155319.61,155061.68,0
pi_e826463e643147cf8e02c5,66.52,succeeded,edge,2025-12-03 14:37:51,182374573752,INV-4364,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.989,9.32,34047.34,33980.82,0
pi_30ada9d083774c30968bb2,154.9,succeeded,edge,2025-09-13 16:23:46,293919973154,INV-4166,grabpay,edge-2,Transfer,admin.kedah@bankedge.com,0.939,4.89,150531.92,150377.02,0
pi_53b3151c82b24298892dc4,302.54,succeeded,edge,2025-11-03 22:51:26,466513587767,INV-5515,fpx_rhb,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.99,6.41,105295.51,104992.97,0
pi_74478e98074844228bfa55,64.92,succeeded,cloud,2025-07-07 22:04:19,686730855976,INV-6630,card,,Transfer,admin.pahang@bankedge.com,0.944,62.59,38257.63,38192.71,0
pi_bfdddbbe7bbc4adeb1583c,27.48,succeeded,edge,2025-09-11 13:19:37,273030512399,,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.986,9.2,90536.57,90509.09,0
pi_2fb834852f644da69acf2c,89.36,succeeded,edge,2025-10-24 12:26:14,625236414547,Ref-ec325030,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.905,13.46,152769.96,152680.6,0
pi_b56239d34c4c418cac78f8,288.43,failed,edge,2025-06-17 08:28:04,757372716886,INV-2979,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.031,9.54,124792.82,124504.39,0
pi_845f605274aa46049c7c8a,197.79,succeeded,edge,2025-10-27 23:06:08,856660611943,INV-6692,fpx_rhb,edge-3,Transfer,admin.kelantan@bankedge.com,0.942,14.77,136482.96,136285.17,0
pi_5861bd4ba3364e59a036f0,10.17,succeeded,edge,2025-09-02 09:35:16,348700797365,INV-5443,fpx_rhb,edge-12,Transfer,admin.selangor@bankedge.com,0.977,6.0,89353.39,89343.22,0
pi_5e6a673d24f24b7db2b8b7,143.54,succeeded,edge,2025-08-20 05:18:55,865138623434,INV-5322,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.923,3.76,109841.44,109697.9,0
pi_9348e6ab18c94070b65e1a,103.81,succeeded,edge,2025-10-14 21:13:39,522814064419,INV-4572,card,edge-7,Transfer,admin.penang@bankedge.com,0.948,17.31,165401.3,165297.49,0
pi_a144b6cb97f24ef09b850f,287.62,succeeded,cloud,2025-12-05 07:20:46,949537330968,INV-4662,card,,Transfer,admin.putrajaya@bankedge.com,0.966,174.32,145088.45,144800.83,0
pi_7378de23c65945daa0817f,17.68,succeeded,edge,2025-08-28 10:20:44,496029177240,INV-4889,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.955,21.56,164772.0,164754.32,0
pi_2abe6d9a477d40e4b4e6eb,93.64,succeeded,cloud,2025-06-30 18:35:11,350381132827,INV-6078,card,,Transfer,superadmin@bankedge.com,0.957,76.35,94706.51,94612.87,0
pi_1bda350823ae4a8c9a0df0,255.9,succeeded,edge,2025-06-21 12:56:19,851573805511,INV-3935,fpx_ambank,edge-16,Transfer,admin.putrajaya@bankedge.com,0.903,24.35,56328.72,56072.82,0
pi_6dce11d3c44e4cdb8ef6fb,65.32,succeeded,cloud,2025-07-20 23:03:59,327640060005,Ref-2eca7193,card,,Transfer,admin.perak@bankedge.com,0.909,69.25,27279.68,27214.36,0
pi_2f80973ea9bb413e833184,80.93,succeeded,cloud,2025-07-05 15:00:28,219662341166,Ref-a70a891a,card,,Transfer,superadmin@bankedge.com,0.992,5.4,59167.83,59086.9,0
pi_661cf04642694982a6671b,10.77,succeeded,edge,2025-12-03 15:52:00,571662036054,INV-5852,fpx_rhb,edge-16,Transfer,admin.putrajaya@bankedge.com,0.942,5.51,173357.0,173346.23,0
pi_5acb0e0150754e9689c71b,41.11,succeeded,edge,2025-10-09 04:14:53,398668031330,INV-4977,grabpay,edge-15,Transfer,admin.labuan@bankedge.com,0.944,23.37,197311.14,197270.03,0
pi_1d7fd76eb02846ae8f9eb6,49.08,succeeded,edge,2025-11-06 16:45:54,759728858623,Ref-68ad4a6b,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.932,22.26,87587.27,87538.19,0
pi_dea0fa0767d74301870d73,350.32,succeeded,edge,2025-11-09 10:01:16,556596882677,Ref-c344e672,grabpay,edge-12,Transfer,admin.selangor@bankedge.com,0.926,24.25,22347.83,21997.51,0
pi_03f2591022b84c6aad65cb,41.87,succeeded,edge,2025-08-05 05:25:39,414466692664,,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.926,4.05,170564.86,170522.99,0
pi_e82c408568c14400b1ac3d,76.14,succeeded,edge,2025-10-31 06:20:45,909831163399,INV-4683,fpx_publicbank,edge-11,Transfer,admin.sarawak@bankedge.com,0.948,19.34,70182.07,70105.93,0
pi_71e80f79cebb4823a29745,135.51,succeeded,cloud,2025-06-23 18:08:29,491089289123,INV-7801,fpx_rhb,,Transfer,admin.sabah@bankedge.com,0.957,15.08,51808.29,51672.78,0
pi_59a0525fe93a415a9b0a5c,23.23,succeeded,edge,2025-09-23 05:48:41,345076076751,INV-3625,card,edge-2,Transfer,admin.kedah@bankedge.com,0.96,20.88,53314.66,53291.43,0
pi_c770f82027b546de9c0407,81.97,succeeded,edge,2025-09-18 11:50:23,19118786356,INV-5128,card,edge-9,Transfer,admin.perlis@bankedge.com,0.954,5.48,163546.77,163464.8,0
pi_f37f9b749ac4404dbc404a,162.98,succeeded,cloud,2025-07-03 19:21:01,994479974294,INV-4951,card,,Transfer,admin.putrajaya@bankedge.com,0.929,169.33,163725.52,163562.54,0
pi_a3c51d5088af47bf940e78,243.96,succeeded,edge,2025-10-25 21:41:11,706059600703,INV-9510,card,edge-14,Transfer,admin.kl@bankedge.com,0.999,19.13,174582.05,174338.09,0
pi_92700ffa19884601ac75b0,120.1,succeeded,edge,2025-09-25 04:16:28,256256397063,INV-6833,fpx_publicbank,edge-4,Transfer,admin.malacca@bankedge.com,0.946,18.82,83100.76,82980.66,0
pi_7f0f7fac5bc6448c9c08d8,134.7,succeeded,edge,2025-10-21 13:21:43,966493241836,,card,edge-9,Transfer,admin.perlis@bankedge.com,0.958,8.19,141147.73,141013.03,0
pi_4724d1790a3942a9a5af2a,18.2,succeeded,edge,2025-09-03 22:43:44,849081961862,INV-9580,fpx_rhb,edge-6,Transfer,admin.pahang@bankedge.com,0.955,15.91,4393.15,4374.95,0
pi_82bb8a916d8548a3b372ab,351.76,succeeded,edge,2025-08-05 09:03:37,689220349441,INV-1155,card,edge-8,Transfer,admin.perak@bankedge.com,0.978,27.6,59978.75,59626.99,0
pi_0f52d36355e5493cbec9c5,19.07,succeeded,edge,2025-08-29 03:12:28,726243233909,,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.942,3.94,129521.24,129502.17,0
pi_648c328451e64c868737da,180.82,succeeded,edge,2025-06-17 21:27:53,948867135864,INV-2783,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.957,8.45,190551.48,190370.66,0
pi_94646228482a4db3869bad,38.92,failed,edge,2025-07-09 11:59:02,933494404900,INV-3944,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.363,9.26,104019.81,103980.89,0
pi_d7647e1d26f84fdf808f6c,327.43,succeeded,edge,2025-07-28 17:00:48,804647032186,INV-7783,grabpay,edge-10,Transfer,admin.sabah@bankedge.com,0.913,18.85,134910.17,134582.74,0
pi_7b23d146ac384f82952a52,154.74,succeeded,edge,2025-11-29 14:21:36,448316999635,INV-7395,card,edge-8,Transfer,admin.perak@bankedge.com,0.902,6.26,73050.86,72896.12,0
pi_80c27412e2b145c2935247,170.2,succeeded,edge,2025-12-10 10:45:28,475907143305,Ref-671f2a8c,grabpay,edge-14,Transfer,admin.kl@bankedge.com,0.923,11.84,59502.44,59332.24,0
pi_874b55e12fb045448db549,31.67,succeeded,edge,2025-08-19 17:38:16,335438522987,Ref-fcc4f3e0,fpx_rhb,edge-12,Transfer,admin.selangor@bankedge.com,0.944,12.63,187318.13,187286.46,0
pi_d79787181cd340f7aa879b,72.23,succeeded,flagged,2025-09-20 15:06:21,61654627272,Ref-10952b13,card,edge-8,Transfer,admin.perak@bankedge.com,0.93,16.01,32847.38,32775.15,0
pi_26e7a6c0d06e4901a06201,117.42,succeeded,edge,2025-06-21 02:40:23,669541724310,INV-8167,fpx_cimb,edge-12,Transfer,admin.selangor@bankedge.com,0.938,4.08,39119.71,39002.29,0
pi_f35e98e5842d42bb907b4a,178.35,succeeded,edge,2025-11-12 15:51:56,993521163250,INV-6488,card,edge-8,Transfer,admin.perak@bankedge.com,0.903,10.28,51307.94,51129.59,0
pi_6fdc9412258045d8846019,15.17,failed,edge,2025-09-03 20:31:17,70479182664,Ref-e0266af1,card,edge-2,Transfer,admin.kedah@bankedge.com,0.112,4.61,163553.26,163538.09,0
pi_4c2bd0786daa476daf351d,395.58,succeeded,edge,2025-09-16 03:42:14,38648820084,INV-8647,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.97,12.66,176309.53,175913.95,0
pi_ff2d7a25ce9946989db985,267.11,failed,cloud,2025-07-26 01:18:48,887130679699,,fpx_maybank,,Transfer,superadmin@bankedge.com,0.09,36.66,50786.1,50518.99,0
pi_00ce25ce725c47f3b9cf45,39.82,succeeded,edge,2025-10-15 20:11:35,827678512748,Ref-d1a6fedc,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.925,13.96,147709.32,147669.5,0
pi_feea1dbcb23b469e83b54a,209.63,succeeded,edge,2025-09-01 20:18:18,553855149615,INV-5256,grabpay,edge-4,Transfer,admin.malacca@bankedge.com,0.904,21.27,34359.6,34149.97,0
pi_b4bd1a06920e40e9a90ab8,89.66,succeeded,edge,2025-06-24 13:28:10,208274881245,Ref-f709cdc6,grabpay,edge-12,Transfer,admin.selangor@bankedge.com,0.968,19.8,156245.39,156155.73,0
pi_ddf9d7244f3943f297d1ec,76.34,succeeded,cloud,2025-07-08 07:02:04,817461021554,INV-2951,card,,Transfer,admin.sarawak@bankedge.com,0.966,159.18,188405.45,188329.11,0
pi_865386b154be47d9a75bc8,47.3,succeeded,edge,2025-06-17 03:10:27,709352325218,,fpx_rhb,edge-15,Transfer,admin.labuan@bankedge.com,0.988,8.89,80427.02,80379.72,0
pi_ccb759f6a87d43fea440c2,106.38,succeeded,edge,2025-06-25 04:10:57,35353774956,INV-1652,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.929,22.37,110411.56,110305.18,0
pi_3397a092dec64c8f9a0cff,159.07,succeeded,edge,2025-06-18 07:32:23,944142080766,INV-6193,card,edge-12,Transfer,admin.selangor@bankedge.com,0.952,12.95,18941.44,18782.37,0
pi_6920d50b252947ab838d92,65.51,succeeded,edge,2025-09-14 08:22:57,230645331000,INV-7412,fpx_rhb,edge-13,Transfer,admin.terengganu@bankedge.com,0.996,27.98,2378.09,2312.58,0
pi_6044645ec6654e02bfc7fc,121.06,succeeded,cloud,2025-06-16 03:08:19,24174851161,Ref-03e65407,card,,Transfer,admin.sarawak@bankedge.com,0.971,146.85,152920.63,152799.57,0
pi_a97344de117245dba73950,146.2,succeeded,edge,2025-08-15 13:06:26,317746229702,INV-8089,grabpay,edge-3,Transfer,admin.kelantan@bankedge.com,0.995,2.54,152033.68,151887.48,0
pi_942d3e5b1d0e444dacd162,151.01,succeeded,cloud,2025-08-10 22:29:50,835116948917,INV-6955,card,,Transfer,admin.sabah@bankedge.com,0.998,130.82,40302.12,40151.11,0
pi_3c0f4d02c9fb44128f4cb6,8.4,succeeded,edge,2025-06-19 04:12:08,629269397028,INV-3265,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.985,12.31,41613.29,41604.89,0
pi_2d51bd5dbaa34264a978d2,237.72,succeeded,edge,2025-08-08 02:32:39,919470644918,INV-2983,card,edge-14,Transfer,admin.kl@bankedge.com,0.953,21.45,131665.0,131427.28,0
pi_054100e9b96f4cd5aae61f,75.55,succeeded,cloud,2025-09-27 16:20:01,974127469165,Ref-a918411b,fpx_cimb,,Transfer,superadmin@bankedge.com,0.948,198.94,150810.53,150734.98,0
pi_9c0ee52b2b774d618b34da,38.53,failed,cloud,2025-09-17 18:57:21,453513224135,INV-1676,fpx_publicbank,,Transfer,admin.kedah@bankedge.com,0.429,42.24,96910.58,96872.05,0
pi_70bbc8e2952742cd9416d0,35.21,succeeded,flagged,2025-06-23 03:08:21,244615977212,INV-2447,grabpay,edge-7,Transfer,admin.penang@bankedge.com,0.939,4.15,63868.54,63833.33,0
pi_b7e5ffac8a6046dda2f41a,81.17,succeeded,edge,2025-11-07 21:24:08,289020881543,INV-9975,card,edge-15,Transfer,admin.labuan@bankedge.com,0.915,19.67,25015.5,24934.33,0
pi_8048d48890a247ff9d8172,263.47,succeeded,cloud,2025-09-14 11:57:53,299147556221,,fpx_rhb,,Transfer,admin.penang@bankedge.com,0.966,172.45,82428.63,82165.16,0
pi_5f3f2fd87db24bfd83580b,59.04,succeeded,cloud,2025-08-19 09:59:46,498896355767,INV-4826,card,,Transfer,admin.penang@bankedge.com,0.952,156.23,177143.14,177084.1,0
pi_3c9c95a2785a4a6e9b17a6,168.22,succeeded,edge,2025-07-12 20:52:55,696040188900,INV-9727,fpx_publicbank,edge-7,Transfer,admin.penang@bankedge.com,0.93,14.1,198661.58,198493.36,0
pi_747222b84238437193e5dd,14.22,succeeded,edge,2025-07-08 00:18:32,826289777680,Ref-08842cad,card,edge-12,Transfer,admin.selangor@bankedge.com,0.921,22.9,57893.02,57878.8,0
pi_bdb301e30c1440ef90a266,79.56,succeeded,cloud,2025-09-11 19:13:49,206610279241,INV-5578,fpx_publicbank,,Transfer,admin.johor@bankedge.com,0.974,123.77,55936.04,55856.48,0
pi_4d406a2333f04f2ebf603b,576.78,succeeded,edge,2025-10-13 01:00:02,95152853154,Ref-4702a177,fpx_ambank,edge-2,Transfer,admin.kedah@bankedge.com,0.912,24.85,89444.74,88867.96,0
pi_9d739e8180a24ecba7457c,178.59,succeeded,edge,2025-08-21 01:43:59,374350998602,INV-7679,card,edge-9,Transfer,admin.perlis@bankedge.com,0.941,15.76,121671.46,121492.87,0
pi_8a175131d4424ac082a2c3,30.37,succeeded,edge,2025-10-13 14:00:19,429767240633,INV-2256,card,edge-4,Transfer,admin.malacca@bankedge.com,0.908,12.94,2735.88,2705.51,0
pi_99405aaf2ef54b01b46780,85.52,succeeded,edge,2025-12-04 23:28:23,137135699881,INV-4812,fpx_ambank,edge-6,Transfer,admin.pahang@bankedge.com,0.962,3.18,78862.91,78777.39,0
pi_5465772184cc4f65affae7,33.93,succeeded,edge,2025-07-31 13:12:13,636178536402,Ref-c9eac6d5,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.988,21.21,32532.39,32498.46,0
pi_2524c879e1694ea19be331,65.23,succeeded,cloud,2025-11-21 09:40:16,951507756358,INV-4975,card,,Transfer,superadmin@bankedge.com,0.967,119.12,198284.85,198219.62,0
pi_8bb28b18648040ecb57450,183.74,succeeded,edge,2025-06-16 18:12:38,730029316231,Ref-ac18f6dd,fpx_ambank,edge-1,Transfer,admin.johor@bankedge.com,0.99,25.01,1688.06,1504.32,0
pi_5308f1173a4a4442a1ea18,179.0,succeeded,cloud,2025-06-30 02:47:01,203791972295,Ref-6270c5d5,fpx_cimb,,Transfer,admin.malacca@bankedge.com,0.954,18.41,107770.33,107591.33,0
pi_331461ebd93e43a3843924,33.07,succeeded,edge,2025-07-31 03:58:06,23687633337,INV-3771,card,edge-6,Transfer,admin.pahang@bankedge.com,0.916,25.94,16803.11,16770.04,0
pi_ffd117f887db45ca936281,308.47,succeeded,edge,2025-10-09 21:04:13,900787236271,Ref-bb289ea4,fpx_cimb,edge-13,Transfer,admin.terengganu@bankedge.com,0.994,19.66,172202.78,171894.31,0
pi_059526c457bf4aeb93d68d,109.75,succeeded,edge,2025-12-04 10:06:13,620470746452,Ref-0cb01ca9,card,edge-12,Transfer,admin.selangor@bankedge.com,0.964,20.62,42047.42,41937.67,0
pi_7b545f42d3e1408781565b,59.35,succeeded,edge,2025-07-24 20:23:46,549539170589,INV-5287,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.93,4.08,117120.4,117061.05,0
pi_a33c60c60f1c4e9390c327,85.64,failed,edge,2025-10-30 00:57:07,455809786416,INV-4925,fpx_publicbank,edge-10,Transfer,admin.sabah@bankedge.com,0.246,20.21,12606.01,12520.37,0
pi_3a1d314476d24715b51a87,113.49,succeeded,edge,2025-08-23 06:38:45,19478914084,INV-5399,card,edge-12,Transfer,admin.selangor@bankedge.com,0.909,6.46,76401.55,76288.06,0
pi_509f5f60b42d480486a32a,100.49,succeeded,edge,2025-09-13 19:44:16,810301019606,INV-2374,fpx_cimb,edge-12,Transfer,admin.selangor@bankedge.com,0.985,3.02,157413.06,157312.57,0
pi_da90dddf63524ebb87776f,81.96,succeeded,edge,2025-08-04 15:10:35,806038665058,INV-5646,card,edge-15,Transfer,admin.labuan@bankedge.com,0.997,21.41,190908.19,190826.23,0
pi_a0be4629096146388e2054,86.37,succeeded,edge,2025-09-10 06:34:04,726895915670,Ref-589adc96,fpx_maybank,edge-4,Transfer,admin.malacca@bankedge.com,0.949,3.17,73248.63,73162.26,0
pi_3de901164b1f421a91ed42,25.29,succeeded,edge,2025-07-10 09:52:32,205209068912,Ref-9dccfe40,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.935,28.93,28269.9,28244.61,0
pi_c6f37825fc0649ea9e85be,203.03,succeeded,edge,2025-07-22 19:39:02,759160322399,INV-1954,card,edge-12,Transfer,admin.selangor@bankedge.com,0.913,21.87,146213.71,146010.68,0
pi_d76cb5feeda34f2495c425,95.64,failed,edge,2025-08-06 00:51:14,655706769332,INV-4255,card,edge-9,Transfer,admin.perlis@bankedge.com,0.32,15.7,54238.59,54142.95,0
pi_177cc8eca12041ababc597,18.86,succeeded,cloud,2025-07-15 14:26:33,599940686952,INV-8274,grabpay,,Transfer,admin.terengganu@bankedge.com,0.936,8.34,147229.75,147210.89,0
pi_cfa2f3401c614f31a577ba,176.37,succeeded,cloud,2025-06-23 00:19:37,115065714311,Ref-f87dd0d3,card,,Transfer,admin.labuan@bankedge.com,0.912,80.16,186248.32,186071.95,0
pi_678481c67d1e4b7d87297e,325.38,succeeded,cloud,2025-11-09 17:44:37,98522852411,Ref-18a2876c,fpx_rhb,,Transfer,superadmin@bankedge.com,0.942,35.47,66542.95,66217.57,0
pi_f359903ae5b54e0fbd3f5f,355.19,succeeded,edge,2025-08-28 09:01:57,795979235739,INV-6048,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.928,10.29,163448.27,163093.08,0
pi_0272176b3cdc45848498c9,57.26,succeeded,edge,2025-09-13 16:14:45,522523152365,INV-7767,fpx_cimb,edge-13,Transfer,admin.terengganu@bankedge.com,0.981,15.23,116876.58,116819.32,0
pi_e3088b0007a3462ca8c903,19.47,succeeded,edge,2025-11-24 13:09:15,67452765415,Ref-5181a6f4,card,edge-9,Transfer,admin.perlis@bankedge.com,0.909,24.34,73543.82,73524.35,0
pi_f40228c976c644cc95b32a,89.68,succeeded,edge,2025-07-25 19:44:27,422359756705,Ref-c9857ad5,fpx_cimb,edge-16,Transfer,admin.putrajaya@bankedge.com,0.942,9.73,35043.14,34953.46,0
pi_a737d5acb4ef4aca87a753,16.34,succeeded,edge,2025-06-21 11:46:19,670652423540,INV-6875,card,edge-7,Transfer,admin.penang@bankedge.com,0.944,24.79,73854.28,73837.94,0
pi_4ac8f77fd9d246a2b85b51,328.15,succeeded,edge,2025-07-11 04:47:44,400833033834,Ref-fcbe2514,card,edge-4,Transfer,admin.malacca@bankedge.com,0.973,20.63,111291.4,110963.25,0
pi_b5e7883bdb4e410f819567,26.34,succeeded,edge,2025-11-19 14:19:38,314550292874,Ref-d6bfa2cc,grabpay,edge-8,Transfer,admin.perak@bankedge.com,0.997,28.18,20564.27,20537.93,0
pi_79d337c9d7ab436097b29f,36.97,succeeded,flagged,2025-12-07 16:36:43,406105654073,Ref-38b28fa3,fpx_rhb,edge-3,Transfer,admin.kelantan@bankedge.com,0.988,29.7,86142.12,86105.15,0
pi_1320494e25f141518924ee,64.63,succeeded,edge,2025-09-08 14:51:58,149015778543,INV-5642,grabpay,edge-13,Transfer,admin.terengganu@bankedge.com,0.934,13.68,69298.56,69233.93,0
pi_923108ef5ed8457ab46009,59.98,succeeded,edge,2025-11-18 03:23:03,174677556912,INV-2743,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.942,9.68,16584.71,16524.73,0
pi_40e755796cfb46c089134a,191.97,succeeded,edge,2025-06-24 23:10:22,654343197722,Ref-532b53d2,fpx_ambank,edge-6,Transfer,admin.pahang@bankedge.com,0.927,10.0,109547.33,109355.36,0
pi_2c58d887a0594772b529d9,75.13,succeeded,edge,2025-10-01 12:57:18,606369837423,INV-6852,fpx_rhb,edge-4,Transfer,admin.malacca@bankedge.com,0.908,14.02,24821.37,24746.24,0
pi_fc1bd8295e1d4acb8f7abc,24.47,succeeded,edge,2025-07-07 06:06:57,551713932043,INV-8772,card,edge-6,Transfer,admin.pahang@bankedge.com,0.922,18.9,16338.55,16314.08,0
pi_bba8c8dc5ae94595bf33be,39.31,succeeded,edge,2025-07-07 12:32:03,564409791311,INV-7228,fpx_ambank,edge-11,Transfer,admin.sarawak@bankedge.com,0.936,24.26,134353.96,134314.65,0
pi_fd13d47b709c4bb3a8dc75,87.39,succeeded,edge,2025-08-05 13:33:13,238314781238,INV-6259,grabpay,edge-1,Transfer,admin.johor@bankedge.com,0.941,28.78,84602.08,84514.69,0
pi_77f68e040fc24000ac2db8,21.14,succeeded,edge,2025-11-29 00:59:53,152093086333,Ref-62d8118a,fpx_publicbank,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.929,16.46,174386.71,174365.57,0
pi_7a344e13fd5b435a8df0d0,115.5,succeeded,edge,2025-09-10 21:35:35,629332203834,INV-2479,fpx_rhb,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.941,7.19,188826.16,188710.66,0
pi_fd0f99a48f5e4a86b07b36,102.1,succeeded,edge,2025-07-08 12:13:33,794342807241,INV-7588,fpx_publicbank,edge-2,Transfer,admin.kedah@bankedge.com,0.995,2.62,27156.2,27054.1,0
pi_603554fd4cd549b4acfa92,152.51,succeeded,cloud,2025-07-21 12:04:51,886900708779,INV-4800,fpx_maybank,,Transfer,admin.pahang@bankedge.com,0.993,146.78,182130.73,181978.22,0
pi_af3815a061f741e79c300d,335.1,succeeded,edge,2025-09-08 21:27:48,743858540494,INV-6129,fpx_rhb,edge-1,Transfer,admin.johor@bankedge.com,0.925,24.66,184955.67,184620.57,0
pi_78b7fd1996354183abd872,294.0,succeeded,edge,2025-11-21 15:47:52,53397925214,Ref-1372ff7b,grabpay,edge-15,Transfer,admin.labuan@bankedge.com,0.991,20.03,62595.32,62301.32,0
pi_a3f1d1045f914d65ac336c,352.42,succeeded,edge,2025-11-17 11:50:06,661843727305,INV-9612,grabpay,edge-6,Transfer,admin.pahang@bankedge.com,0.953,20.17,12215.99,11863.57,0
pi_71c1a18d59364ccc81629c,35.68,succeeded,edge,2025-11-23 20:56:35,943307533607,Ref-336dcbe5,fpx_rhb,edge-16,Transfer,admin.putrajaya@bankedge.com,0.965,11.86,193938.84,193903.16,0
pi_45bc2f09b63e45538c6862,18.93,succeeded,edge,2025-10-27 06:56:04,665661423362,Ref-e5e45ba4,fpx_publicbank,edge-1,Transfer,admin.johor@bankedge.com,0.908,16.35,143620.49,143601.56,0
pi_9f8f64340d62465ca986f9,45.19,succeeded,edge,2025-06-26 07:30:38,745745465954,Ref-0450bf5a,card,edge-2,Transfer,admin.kedah@bankedge.com,0.955,8.47,20307.34,20262.15,0
pi_f0b8b0ee263b4d97ac4d07,272.55,succeeded,edge,2025-09-01 16:13:01,631587631704,Ref-91d1e5d4,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.942,2.5,2758.88,2486.33,0
pi_fe98db757ded4ee79693c2,431.3,succeeded,cloud,2025-11-03 23:57:21,703648187237,Ref-fc006df9,card,,Transfer,admin.labuan@bankedge.com,0.908,24.48,608.05,176.75,0
pi_6a8ff2811d5d42b99ef0ae,237.36,succeeded,edge,2025-10-13 21:50:14,496834375954,,card,edge-12,Transfer,admin.selangor@bankedge.com,0.983,2.61,52205.01,51967.65,0
pi_3af03df0cca94a6e96077d,15.99,succeeded,edge,2025-07-13 08:08:04,719509778563,,fpx_cimb,edge-15,Transfer,admin.labuan@bankedge.com,0.958,10.38,182253.57,182237.58,0
pi_a80654c5909749e8b9de64,355.47,succeeded,edge,2025-07-26 03:49:39,568300017814,INV-7581,card,edge-7,Transfer,admin.penang@bankedge.com,0.902,8.56,23142.55,22787.08,0
pi_9b4f5108f5d643f79bd636,68.06,succeeded,cloud,2025-07-29 13:07:38,957363518382,Ref-d91b7b3b,card,,Transfer,admin.penang@bankedge.com,0.943,45.19,69202.79,69134.73,0
